"";"identificationEtDescription:periodesDeCreationExecution";"identificationEtDescription:auteursExecutantsCollecteurs";"identificationEtDescription:titres";"identificationEtDescription:domaines";"identificationEtDescription:etatActuelDuBien";"identificationEtDescription:materiauxEtTechniques";"identificationEtDescription:mesures";"identificationEtDescription:inscriptions";"identificationEtDescription:millesimesDeCreationExecution";"identificationEtDescription:appellationsVernaculaires";"identificationEtDescription:nbreObjets";"identificationEtDescription:representations";"identificationEtDescription:denominations";"identificationEtDescription:nbreElements";"identificationEtDescription:numeroDInventaire";"identificationEtDescription:mouvement";"identificationEtDescription:techniques";"identificationEtDescription:ecoles";"identificationEtDescription:description";"identificationEtDescription:modesFonctionnement";"identificationEtDescription:autresNumeros";"identificationEtDescription:interetObjet";"identificationEtDescription:numeroDeDepot";"identificationEtDescription:anciensNumeros";"identificationEtDescription:particularites";"identificationEtDescription:etatDuBienHistory";"identificationEtDescription:onomastique";"identificationEtDescription:epoque";"identificationEtDescription:anciennesAttributions";"identificationEtDescription:appellation";"identificationEtDescription:descriptionsAnalytiques";"identificationEtDescription:autresDesignations";"identificationEtDescription:style";"identificationEtDescription:qualiteRealisation";"identificationEtDescription:precisionNumeroDInventaire";"identificationEtDescription:materiaux";"identificationEtDescription:rareteEnCollection";"identificationEtDescription:etatGeneral";"identificationEtDescription:appellations";"identificationEtDescription:etatActuelDuBien ### etat";"identificationEtDescription:etatActuelDuBien ### date";"item ### #text";"item ### precisions";"item ### mesuresSet";"item ### notes";"item ### precision";"item ### periode";"item ### affixe";"item ### traduction";"item ### transliteration";"item ### techniques";"item ### alphabet";"item ### inscription";"item ### type";"item ### justification";"item ### langue";"item ### emplacement";"item ### auteur";"identificationEtDescription:millesimeDeLOriginalCopie ### millesime";"identificationEtDescription:millesimeDeLOriginalCopie ### precision";"identificationEtDescription:millesimeDeLOriginalCopie ### affixe";"identificationEtDescription:millesimeDeLOriginalCopie ### notes";"identificationEtDescription:etatDuBienAcquisisionDepot ### dateConstat";"identificationEtDescription:etatDuBienAcquisisionDepot ### details";"identificationEtDescription:etatDuBienAcquisisionDepot ### etatInitialDuBien";"identificationEtDescription:etatDuBienAcquisisionDepot ### notes";"item ### complement";"item ### periodes";"item ### attribuePar";"item ### lieux";"item ### roles";"item ### millesimes";"item ### lesTechniques";"item ### lesMateriaux";"identificationEtDescription:periodeDeLOriginalCopie ### precision";"identificationEtDescription:periodeDeLOriginalCopie ### periode";"identificationEtDescription:periodeDeLOriginalCopie ### affixe";"identificationEtDescription:periodeDeLOriginalCopie ### notes";"item ### titre";"item ### millesime";"item ### affixes";"item ### denomination";"item ### numero";"item ### description";"item ### ecole";
"a080f5cc-b95f-44a3-b13e-8ea9a77be5c1";;;;;;"";;;;"";"1";"";"";"E 294";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Epreuve d'artiste numérotée 1/3 ### ";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"2162edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### THIOLLIERE ###  ### Création ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"En bas à droite ### ";" ### THIOLLIERERaymond ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ### ";"";;;"";"";"";"";"Vieille chanson populaire ### ";;;;;"
"
"a0896a24-c855-40c6-86a0-70c9032603bb";;;;;;;;"";;"";"";"";"";"BD 6";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";" ### Ancien titre : La Barque - Titre revu par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ###  ### Datation proposée par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ### ";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"408acd45ee-fdfb-4e0a-b4da-b6ba50a4a3d1 ### ";" ### Création ###  ### fusain sur papier vergé ### ";"2e quart 19e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"fusain ### ";" ### ";"";"";"";"";"Barque ### ";"1846 ###  ### 1850 ### ";;;;"
"
"a08fdc3c-b3cc-4ba4-ad5e-b91c2ce51d6a";;;;;;;;;;"";"1";"";"";"E 252";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"0,5fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ### ";"4e quart 19e siècle ###  ### 1ère moitié 20e siècle ### ";"";"";"";"";"";"n°44/50 ###  ### JL Perrichon ### ";"Numéroté ###  ### Signature ### ";"";"";"En bas à droite ###  ### En bas à droite ### ";" ### PERRICHONJules Léon ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ### ";"";"gravure ### ";"papier ### ";"";"";"";"";"Portrait et paysage ### ";;;;;"
"
"a094e241-2614-4719-8e99-7a20909f21d3";;;;;;;;;"";"";"1";"";"";"83.23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"9a158800-505c-48e6-b9ea-bef96c8a977b";"";"2,59260ecdc-1902-4fa5-bcaa-41117e94e111 ### ";" ### A.D.L.H. ###  ### Création ###  ### Grès flammé ### ";"4e quart 19e siècle ###  ### 1ère moitié 20e siècle ### ";"";"";"";"";"";"";"Initiale ### ";"";"";"Au dessous ### ";" ### DELAHERCHEAuguste ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Céramiste ### ";"";"";"grès ### ";"";"";"";"";"Vase - Couleur dominante verte ### ";;;;;"
"
"a09bf692-7ec2-46c5-8889-98e72af118c3";;;;;;;;;;"";"1";"";"";"66.16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"56,5c180a133-2d3d-4e9b-b357-a9e73d043720 ### ";" ### Lithographie ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"DUCLOS (GUSTAVE)\"MARINE\"LITHO : 040 x 030LITHO excentré choisie pour les Amis du Prix ESORASGOS 1966Don de la GALERIE HAMON ###  ### 19/45 ###  ### Gustave Duclos ### ";"Inscription ###  ### Numéroté ###  ### Signature ### ";"";"";"Au dos ###  ### En bas à gauche ###  ### En bas à droite ### ";" ### DUCLOS				Gustave ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier ### ";"";"";"";"";"Marine ### ";;;;;"
"
"a0b101c3-b6e6-4d76-bff7-90bf6947f502";;;;;;;;;;"";"1";"";"";"A 54.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"81,562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### huile sur toile ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"Reynold ARNOULD ###  ### 1953 ### ";"Signature ###  ### Date ### ";"";"";"En bas à droite ###  ### Au dos ### ";" ### ARNOULDReynold ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Le Coq ### ";"1953 ### ";;;;"
"
"a0b58566-0a87-402a-b4cd-5fbc036d36e7";;;;;;;;;;"";"1";"";"";"A 344";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"1,78743375f-91a7-466e-8631-d2b3c302c0ae ### ";" ### A 344 bis ###  ### Création ###  ### huile sur toile ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"R. de St Delis ###  ### VH ###  ### N° 4 R;De St Delis 8, rue E. Zola Le Havre. ###  ### + Salon de l'Ecole Française Admissible, nom : DE SAINT DELIS Adresse Etretat Sne Infeur Titre du sujet : Nature morte.Etiquettes correspondant à la notice et devant être collées derrière les tableaux.+ R. de St Delis nature morte 0.61 x 0.50 les livres. ### ";"Signature ###  ### Inscription ###  ### Inscription ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos sur la toile ###  ### Au dos sur le châssis ###  ### Au dos ### ";" ### René LIENARD DE SAINT-DELIS de son vrai nom SAINT-DELISRené de ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Nature morte aux livres ### ";;"Ancien numéro ### ";;;"
"
"a0e05b9e-1889-4135-a312-957b9381ac23";;;;;;;;;;"";"1";"";"";"81.29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"4562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### aquarelle sur papier ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"Othon Friesz ### ";"Signature ### ";"";"";"En bas à gauche ### ";" ### EmileFRIESZOthon ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"aquarelle (peinture) ### ";"";"";"";"";"";"Femme au hamac ### ";;;;;"
"
"a0e5a883-7db2-48f2-a600-708cc963f1eb";;;;;;;;;;"";"1";"";"";"A 57.58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"6462edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### huile sur toile ###  ### date de signature ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"E. BLONDEL 1957 ###  ### poème de Blondel sur la guerre. ### ";"Signé et daté ###  ### Poème ### ";"";"";"En bas à droite ###  ### Au dos ### ";" ### BLONDELEmile ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Le Musée du Havre et le quai de Southampton ### ";"1957 ### ";;;;"
"
"a0e806be-8a8f-4564-8361-73aa76d0b917";;;;;;;;;;"";"1";"";"31";"2003.3.16";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";" ### sous la direction de Lucien Hervé ###  ### juillet 1956 / (nb : millésime d'exécution du tirage 2003) ### ";"photographie ### ";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"40ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";" ### Au dos sur le support. ###  ### H. 10/23 ###  ### tirage argentique sur papier ###  ### date de prise de vue ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"Lucien HERVELa Tour sud de la Porte Océane(1956) 2003 ### ";"Inscription ### ";"";"";"";" ### Laszlo ELKAN de son vrai nom HERVE (dit)Lucien ###  ### (Atelier Demi-Teinte, Paris)HAIEJean-Pierre ### ";"";"";"";"";"";"";"";"";"";"";"";"Le Havre ### ";"Photographe ###  ### Tireur ### ";"1956-07 ###  ### 2003 ### ";"photographie argentique ### ";"papier photographique ### ";"";"";"";"";"La Tour Sud de la Porte Océane ### ";"1956 ### ";"Inv. Lucien HERVE ### ";;;"
"
"a0e98720-a27c-462f-9e86-104c66dc3b96";;;;;;;;;"";"";"";"";"";"2015.6.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";;" ### Tirage réalisé par La Chambre Noire à Paris, sous la direction de Bernard Plossu. ###  ### octobre ### ";;"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"7.58f9313ee-3a8e-4fbc-b64a-4200d8e11ac4 ### ";" ### tirage argentique noir et blanc sur papier, 1/30 ###  ### date de prise de vue ### ";"1er quart 21e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"Au dos ### ";"PLOSSUBernard ###  ### PLOSSUBernard ###  ### La Chambre Noire ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ###  ### Tireur ### ";"";"tirage argentique noir et blanc ### ";"papier photographique ### ";"";"";"";"";"Le Havre. Octobre 2013 ### ";"2013 ### ";;;;"
"
"a0edf8e8-cadb-4dd8-ad0b-ab151fe0171c";;;;;;;;;;"";"1";"";"";"E 264";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"0,5fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ### ";"19e siècle ### ";"";"";"";"";"";"A. Ragot ###  ### [illisible]offert au Musée du Havre ### ";"Signature ###  ### Inscription ### ";"";"";"En bas à droite ###  ### En bas ### ";" ### RAGOTA. ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ### ";"";"gravure ### ";"papier ### ";"";"";"";"";"Le Moine ### ";;;;;"
"
"a0f79cd8-af29-49f3-b055-4e948bb1ba1f";;;;;;;;;"";"";"";"";"";"2022.5.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";;"";;"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"114a124865-eb9c-4a28-8c00-220076a240d2 ###  ### 1062edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Au crayon graphite HB ###  ### Au crayon à papier ###  ### encres de Chine et acrylique, crayon Arlequin sur papier ###  ### date de signature ### ";"1er quart 21e siècle ### ";"";"";"";"";"";"2022.5.5 ###  ### d Hugologie 2015/201610 x 10Repro-cat2012Page ### ";"Numéro d'inventaire ###  ### Inscription ### ";"";"";"Au dos en bas à gauche ###  ### Au dos ### ";" ### Hervé LAMBION de ses vrais nom et prénom BALTAZARJulius ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"crayon Arlequin ### ";"papier ### ";"";"";"";"";"Hugologie ### ";"2012 ### ";;;;"
"
"a1315343-3113-4327-86fd-b077024dbc37";;;;;;;;"";;"";"1";"";"";"2004.3.203.9";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"7.362edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### 50 ###  ### Neuf dessins scène de rue ###  ### Création ###  ### Encre noire et pierre noire sur papier ### ";"1er quart 20e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"MARQUETAlbert ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"encre de Chine ### ";"";"";"";"";"";"Femme à la capeline ### ";"1900 ###  ### 1904 ### ";"Senn ###  ### D 80 ### ";;;"
"
"a131aaa4-624d-453d-97f1-10f330977f19";;;;;;;;;;"";"1";"";"";"101";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"55,2c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### sur le support ###  ### Création ###  ### huile sur bois ### ";"2e quart 17e siècle ###  ### 2e moitié 17e siècle ### ";"";"";"";"";"";"de Watte intérieur d'Eglise 0.55x0.44 104 Cat ###  ### Em. DE WITTE ###  ### 119 ### ";"Etiquette manuscrite ###  ### Signature ###  ### Inscription ### ";"";"";"Au dos ###  ### Au dos ### ";" ### WITTEEmmanuel de ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"bois ### ";"";"";"";"";"Intérieur d'église de Delft, tombeau de Guillaume le Taciturne ### ";;;;;"
"
"a15399fa-aa83-4f20-813f-aab06ea118bf";;;;;;;;;;"";"1";"";"";"83.32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";" ### Exemplaire n° 125/300 ### ";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"54,662edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Lithographie sur papier Arches ### ";"4e quart 20e siècle ### ";" ### vers ### ";"";"";"";"";"125/300 ### ";"Numéroté ###  ### Signature ### ";"";"";"En bas à gauche ###  ### En bas à droite ### ";" ### Salvador Domingo Felipe Jacinto DALI I DOMENECH de son vrai nom, marquis de DALI de PUBOL DALISalvador ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier arches ### ";"";"";"";"";"Le Bateau ### ";"1981 ### ";;;;"
"
"a1bcbb58-c2a5-4176-adf5-f0cec72e74a8";;;;;;;;;;"";"1";"";"";"AD 74 bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"75.5c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### Création ### ";"inconnue ### ";"";"";"";"";"";"Ad Franz Kaiser ### ";"Signature ### ";"";"";"En bas à gauche ### ";" ### KAISERFranz Adolphe ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"pastel ### ";"";"";"";"";"";"Nature morte ### ";;;;"Livres, cruche et pot à bec ### ";"
"
"a1c5a0e0-313b-4ea1-818b-6480e421c778";;;;;;;;;;"";"1";"";"";"D 78 bis 6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"52,162edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"D 78 Bis 6 [barré] ###  ### Bernard Lachèvre (ancre) ### ";"Inscription ###  ### Signature ### ";"";"";"Au dos ###  ### En bas à droite ### ";" ### LACHEVREBernard ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"aquarelle (dessin) ### ";"papier ### ";"";"";"";"";"Bateaux de guerre ### ";;;;"dessins recto/verso ### ";"
"
"a1ef7ee9-b701-4557-b97b-564eb5f8f9a6";;;"";;;;;"";;"";"1";"";"";"1062";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sculpture ### ";"feca5b42-d17c-45ad-aa3f-b8272a9a983a";;;" ### Création ###  ### Sculpture en pierre ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";;;;;;;;"";;"POPINEAUFrançois Emile ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Sculpteur ### ";"";"";"pierre ### ";"";"";"";"";"Baigneuse ### ";;;;;"
"
"a20692c2-e61d-4f85-a57c-54bd1a35b255";"";;;;;;;"";;"";"";"";"";"D 2010.14.16";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;;"";" ### Prise de vue réalisée à partir de l'architecture d'Auguste Perret dans les bâtiments qu'il a construits pour la ville du Havre. ### ";"photographie ### ";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"2162edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Prise de vue réalisée à partir de l'architecture d'Auguste Perret dans les bâtiments qu'il a construits pour la ville du Havre. ### ";"1er quart 21e siècle ### ";"";;;;;;;;"";;"WILSON-PAJICNancy ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ### ";"";"photographie numérique ### ";"vélin ### ";"";"";"";"";"Les Seuils XVI ### ";"2007 ### ";"FNAC 07-132 (16) ### ";;;"
"
"a21ce6af-8495-4f80-9750-a46e2a3ea0fb";;;;;;;;;;"";"1";"";"";"A 328";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"6d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### registre d'inventaire 1871-1957 ###  ### huile sur toile ###  ### titre du registre d'inventaire ### ";"4e quart 19e siècle ### ";" ### vers ### ";"";"";"";"";"E. RENOUF ###  ### P B C garde meubles Avarié au départ. ### ";"Signature ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos ### ";" ### RENOUFEmile ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Falaises d'Oudalle ### ";"1889 ### ";"301 ### ";;;"
"
"a22f1676-b6e0-4a44-b5c2-23f9b3cc8770";;;;;;;;;;"";"1";"";"";"A 156 bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"1fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### huile sur bois ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"G. GONTHIER ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### GONTHIERGeorges ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"isorel ### ";"";"";"";"";"Paysage de montagne ### ";;;;;"
"
"a23a23b4-13b3-4da5-92f9-21baa143ab74";;;;;;;;;;"";"1";"";"";"2009.1.32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";" ### Date de création peut-être 1963, d'après étiquette au dos de la Galerie de Paris ### ";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"5d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### En haut à gauche, au marqueur noir ###  ### Centre des traverses ###  ### Traverse supérieure au crayon papier ###  ### Création ###  ### Huile sur toile ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"Muhl ###  ### 2009.1.32 ###  ### Galerie de ParisMuhl. 1962Rue Saint-Lazare sous la pluie ###  ### 31 ### ";"Signature ###  ### Numéro d'inventaire ###  ### Etiquette imprimée ###  ### Numéroté ### ";"";"";"En bas à droite ###  ### Au dos sur le châssis ###  ### Au dos sur le châssis ###  ### Au dos sur le châssis ### ";" ### MÜHLRoger ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Rue Saint-Lazare sous la pluie ### ";"1962 ### ";;;;"
"
"a23c035e-48b7-4c96-b556-d7e488312dd8";;;;;;;;;;"";"1";"";"";"83.02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"37.5c96dfbbc-47aa-4d8e-b4d3-ab31cf7885e6 ### ";" ### Création ###  ### Encre de chine sur papier ###  ### date de signature ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"LEGALLAIS 65 ### ";"Signé et daté ### ";"";"";"En bas à gauche ### ";" ### LEGALLAIS				André ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"encre ### ";"papier ### ";"";"";"";"";"La Pose ### ";"1965 ### ";;;;"
"
"a241bbaf-061f-461f-a8a6-732affd4820d";;;;;;;;;"";"";"1";"";"";"79.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";;"";;"96564fbc-ad79-4ea7-8c1a-52830da3cacd";"";"7062edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### soie naturelle ### ";"2e quart 20e siècle ### ";" ### vers ### ";"";"";"";"";"Bianchini FérierParisESQUISSE ORIGINALE RAOUL DUFY ### ";"Inscription ### ";"";"";"En bas ### ";" ### DUFYRaoul ###  ### BIANCHINI-FERIER ### ";"";"";"";"";"";"";"";"";"";"";"";" ### Lyon ### ";"Cartonnier ###  ### Manufacturier ### ";"";"";"soie ### ";"";"";"";"";"Foulard « La Danse » ### ";"1930 ### ";;;;"
"
"a24e5903-b3e9-4253-96d7-6cfb8ecd5a62";;;;;;;;;;"";"1";"";"";"80.8";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"3,5d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### 1980.8 ###  ### huile sur toile ### ";"2e moitié 19e siècle ### ";" ### attribué à ### ";"";"";"";"";"Ch. LHUILLIER ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### ou LHUILLIERLHULLIERCharles Marie ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Silhouette de femme cueillant des fleurs dans un champ ### ";;"Ancien numéro ### ";;;"
"
"a28772bb-47c5-47d6-8848-ba2c4299fed7";;"";"";;;"";;"";"";"";"";"";"";"2018.3.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;;;;"";"inconnue ### ";"";;;;;;;;"";;"MEINZERSylvestre ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"";"";"";"";"Silos à sucre en bleu ### ";;;;;"
"
"a28db434-2799-439c-99a2-d4f5a73e07f1";;;;;;;;;"";"";"";"";"";"2015.6.29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";;" ### Tirage réalisé par La Chambre Noire à Paris, sous la direction de Bernard Plossu. ###  ### mars ### ";;"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"26.88f9313ee-3a8e-4fbc-b64a-4200d8e11ac4 ### ";" ### tirage argentique noir et blanc sur papier, 1/30 ###  ### date de prise de vue ### ";"1er quart 21e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"Au dos ### ";"PLOSSUBernard ###  ### PLOSSUBernard ###  ### La Chambre Noire ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ###  ### Tireur ### ";"";"tirage argentique noir et blanc ### ";"papier photographique ### ";"";"";"";"";"Le Havre. Mars 2014 ### ";"2014 ### ";;;;"
"
