"";"dc:creator";"dc:source";"dc:created";"dc:description";"dc:rights";"dc:subjects";"dc:format";"dc:valid";"dc:issued";"dc:modified";"dc:coverage";"dc:expired";"dc:language";"dc:title";"item ### #text";
"9cf72c85-6236-4c09-bf01-67ae249a5b5b";"system";"";"2000-10-02T22:00:00Z";"";"";"";"";"";"";"2022-11-09T14:46:14Z";"";"";"";"B 42";"system";"
"
"9d1c4bbf-776b-4293-b638-929f5b405aa7";"system";"";"2013-07-11T22:00:00Z";"";"";"";"";"";"";"2022-05-16T08:59:53Z";"";"";"";"1053";"system";"
"
"9d1f3023-e8ad-4906-b741-6ca3868e24fa";"system";"";"2014-12-18T23:00:00Z";"";"";"";"";"";"";"2022-08-18T12:50:19Z";"";"";"";"D 2010.14.7";"system";"
"
"9d22640b-b16a-4f52-bb93-66289533093d";"system";"";"2006-10-19T22:00:00Z";"";"";"";"";"";"";"2022-07-20T08:23:19Z";"";"";"";"992.01.4";"system";"
"
"9d48f86d-5029-472f-8749-e13a86d766ed";"system";"";"2015-02-01T23:00:00Z";"";"";"";"";"";"";"2019-07-11T14:18:06Z";"";"";"";"83.99";"system";"
"
"9d4e719b-79dc-4dcf-b0d4-982d1d8297b7";"Delcourt";"";"2015-11-10T12:44:10Z";"";"";"";"";"";"";"2021-04-16T08:39:13Z";"";"";"";"2015.6.4";"Delcourt";"
"
"9d6771f3-c5e0-4020-97e8-12d8bb458e4d";"system";"";"2006-12-10T23:00:00Z";"";"";"";"";"";"";"2022-10-27T13:47:24Z";"";"";"";"D 78 bis 11";"system";"
"
"9d84c40f-21c5-4dd7-81de-41f58c107110";"Delcourt";"";"2016-06-27T16:29:57Z";"";"Olivier Mériel / MuMa le Havre";"";"";"";"";"2022-08-17T13:18:43Z";"";"";"";"2015.3.10";"Delcourt";"
"
"9da148fa-7a8c-41af-9c83-efa68798936f";"system";"";"2015-03-15T23:00:00Z";"";"";"";"";"";"";"2021-04-20T15:33:42Z";"";"";"";"2015.0.46.4";"system";"
"
"9ddb7be9-62c2-4726-9300-99a621a22ef1";"system";"";"2006-01-24T23:00:00Z";"";"";"";"";"";"";"2022-10-18T07:34:44Z";"";"";"";"78.22";"system";"
"
"9de4c514-4d0e-4eb3-ba79-ccd324e814fb";"system";"";"2000-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-07T10:40:57Z";"";"";"";"A 31";"system";"
"
"9de56ec4-ce7b-430f-bbde-d125ca662053";"system";"";"2012-12-26T23:00:00Z";"";"";"";"";"";"";"2021-03-25T11:28:40Z";"";"";"";"1474 bis";"system";"
"
"9de83131-0e30-41ba-9da8-16000903a6cd";"system";"";"2001-12-27T23:00:00Z";"";"";"";"";"";"";"2022-12-05T13:18:52Z";"";"";"";"54";"system";"
"
"9e065c53-7695-4a6f-a631-cdd832a67dec";"system";"";"2014-11-26T23:00:00Z";"";"";"";"";"";"";"2022-12-12T09:18:16Z";"";"";"";"83.48";"system";"
"
"9e287233-f95a-4842-a96b-babd210f8854";"system";"";"2013-08-11T22:00:00Z";"";"";"";"";"";"";"2021-03-16T07:41:10Z";"";"";"";"74.61";"system";"
"
"9e5ebb33-dd8b-40a3-a21a-a6cb090afd42";"system";"";"2006-01-24T23:00:00Z";"";"";"";"";"";"";"2022-10-26T09:29:35Z";"";"";"";"AD 43";"system";"
"
"9e6a1940-530b-4895-914e-bce9bd17f4dc";"system";"";"2001-02-12T23:00:00Z";"";"";"";"";"";"";"2022-11-10T08:18:47Z";"";"";"";"B 166";"system";"
"
"9e71effe-62db-49ee-ba89-172ae7b9f06e";"system";"";"2006-11-08T23:00:00Z";"";"";"";"";"";"";"2022-10-19T07:18:30Z";"";"";"";"2004.3.93";"system";"
"
"9e77baf9-accb-4337-af55-4e029fd4abe1";"system";"";"2015-06-23T18:22:50Z";"";"";"";"";"";"";"2019-07-11T14:24:46Z";"";"";"";"EXT/La Consécration de la Vierge";"system";"
"
"9e83bd34-0aeb-4df4-82f8-e2bb16cb56c4";"system";"";"2007-04-10T22:00:00Z";"";"";"";"";"";"";"2022-12-12T10:51:58Z";"";"";"";"83.116";"system";"
"
"9e98915b-caaf-47e3-b99a-3546744ff56b";"Delcourt";"";"2016-07-13T09:37:05Z";"";"";"";"";"";"";"2022-02-08T15:12:40Z";"";"";"";"2016.3.1";"Delcourt";"
"
"9e9fe6ed-1c6e-4e96-b46a-18ea38d3fca6";"system";"";"2001-01-08T23:00:00Z";"";"";"";"";"";"";"2022-11-10T08:04:22Z";"";"";"";"B 145";"system";"
"
"9eacb709-c9c6-408a-9898-21291d0109e1";"system";"";"2005-09-08T22:00:00Z";"";"";"";"";"";"";"2022-10-19T13:48:25Z";"";"";"";"2004.3.103";"system";"
"
"9ebac4df-735a-4485-a658-1415b3b9a78b";"system";"";"2000-01-17T23:00:00Z";"";"";"";"";"";"";"2022-01-20T09:54:27Z";"";"";"";"A 20";"system";"
"
"9ee3ceb5-6cae-4fff-b29a-b26aee1649f6";"system";"";"2008-04-28T22:00:00Z";"";"";"";"";"";"";"2021-05-19T12:08:53Z";"";"";"";"548";"system";"
"
"9ef1b62e-cc0b-4ccf-9a51-0192c9d8a824";"system";"";"2005-09-04T22:00:00Z";"";"";"";"";"";"";"2022-10-27T09:09:25Z";"";"";"";"BD 34";"system";"
"
"9f041bc8-cd2f-4352-9191-4549014b30b1";"Delcourt";"";"2015-10-29T18:13:04Z";"";"";"";"";"";"";"2021-04-16T08:02:49Z";"";"";"";"2015.4.6";"Delcourt";"
"
"9f06aae7-fe75-4a7a-9b76-a92430cce7d4";"system";"";"2002-01-17T23:00:00Z";"";"";"";"";"";"";"2022-11-09T10:11:09Z";"";"";"";"A 431";"system";"
"
"9f161266-c52f-4729-a193-25f1c07dca79";"Delcourt";"";"2016-08-03T17:20:33Z";"";"";"";"";"";"";"2022-11-10T10:11:27Z";"";"";"";"58.28.36.2";"Delcourt";"
"
"9f183240-29b7-431d-a24a-96bc47274dc2";"system";"";"2000-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-07T13:45:50Z";"";"";"";"A 55.38.2";"system";"
"
"9f233025-8268-410e-9934-1945c86c9e35";"system";"";"2007-03-19T23:00:00Z";"";"";"";"";"";"";"2022-10-18T08:06:27Z";"";"";"";"79.27";"system";"
"
"9f3bbfda-7f75-42cc-b133-8a1ebd801ce0";"system";"";"2006-01-25T23:00:00Z";"";"";"";"";"";"";"2022-10-26T12:23:33Z";"";"";"";"AD 59.35 bis";"system";"
"
"9f3ec91f-1c8f-4705-a398-30cbb19aaf94";"Ducroix";"";"2022-06-10T09:34:47Z";"";"";"";"";"";"";"2022-12-09T15:17:45Z";"";"";"";"2021.5.15";"Ducroix";"
"
"9f48e16e-00f6-4d8f-9828-08a4c81e6d2a";"system";"";"2000-01-13T23:00:00Z";"";"";"";"";"";"";"2022-08-24T12:10:44Z";"";"";"";"A 12 bis";"system";"
"
"9f7f9b22-d74d-4335-9719-18be77f131e7";"system";"";"2000-11-06T23:00:00Z";"";"";"";"";"";"";"2022-11-10T07:43:25Z";"";"";"";"B 92";"system";"
"
"9f89cfb3-99a0-49db-a636-4672f8bbd86e";"system";"";"2002-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-07T08:21:35Z";"";"";"";"2014.0.45";"system";"
"
"9f8a4bd7-25a8-4365-af93-f041a6f5c8cd";"system";"";"2006-12-06T23:00:00Z";"";"";"";"";"";"";"2022-11-02T09:07:34Z";"";"";"";"75.88";"system";"
"
"9fa0cb3a-7ca4-45b5-a727-fbed7893d625";"Ducroix";"";"2018-04-19T11:52:53Z";"";"";"";"";"";"";"2022-08-24T07:22:32Z";"";"";"";"2017.2.4";"Ducroix";"
"
"9ff0e9aa-6767-48c4-9c61-271480ad4d54";"system";"";"2000-04-09T22:00:00Z";"";"";"";"";"";"";"2022-11-07T09:52:38Z";"";"";"";"2015.2.26";"system";"
"
"a00126b4-863b-43ed-a67a-43551d6e9bd7";"system";"";"2006-10-24T22:00:00Z";"";"";"";"";"";"";"2022-10-28T07:47:41Z";"";"";"";"E 58.16";"system";"
"
"a033f46c-eaf6-44b5-b5cf-042db11d8467";"system";"";"2015-06-17T22:00:00Z";"";"";"";"";"";"";"2022-11-10T10:02:48Z";"";"";"";"FNAC FH 869-149";"system";"
"
"a039fe80-631a-433d-a61d-d95311a784d9";"system";"";"2014-12-09T23:00:00Z";"";"";"";"";"";"";"2022-10-25T12:53:09Z";"";"";"";"2014.0.30";"system";"
"
"a03bb33f-bb09-4fe1-8872-aae1c709f6ed";"system";"";"2003-01-12T23:00:00Z";"";"";"";"";"";"";"2022-12-07T14:28:18Z";"";"";"";"74.62";"system";"
"
"a03f8acb-902a-4b78-a190-580fda4126e4";"system";"";"2008-01-07T23:00:00Z";"";"";"";"";"";"";"2021-03-26T09:53:28Z";"";"";"";"2003.3.27";"system";"
"
"a0403551-1982-4241-af89-321c4bee0a71";"system";"";"2006-01-25T23:00:00Z";"";"";"";"";"";"";"2022-10-26T06:22:00Z";"";"";"";"A 169";"system";"
"
"a0460b7c-d0ef-45de-9bb2-ff98015a176d";"system";"";"2015-06-23T18:23:05Z";"";"";"";"";"";"";"2019-07-11T14:24:48Z";"";"";"";"EXT/Pleureuse";"system";"
"
"a0666524-3b3a-41ae-95f6-f0a8cfbe223c";"system";"";"2015-01-21T23:00:00Z";"";"";"";"";"";"";"2022-11-08T10:40:57Z";"";"";"";"A 184.2";"system";"
"
"a06cda7f-3b8b-4a55-9242-e8d19610951f";"system";"";"2000-12-11T23:00:00Z";"";"";"";"";"";"";"2022-11-10T07:59:10Z";"";"";"";"B 131";"system";"
"
"a06d33f1-99d7-46f0-a17d-f4bce79ccecc";"system";"";"2002-01-27T23:00:00Z";"";"";"";"";"";"";"2022-11-02T10:21:15Z";"";"";"";"77.21";"system";"
"
"a076e775-4c00-4992-bcbd-39bc98e18dc1";"system";"";"2008-04-09T22:00:00Z";"";"";"";"";"";"";"2022-10-27T12:44:16Z";"";"";"";"E 306";"system";"
"
"a080e21f-6671-4555-8fd7-4a628b30f35b";"system";"";"2006-01-25T23:00:00Z";"";"";"";"";"";"";"2022-10-26T12:46:50Z";"";"";"";"AD 69 bis";"system";"
"
"a080f5cc-b95f-44a3-b13e-8ea9a77be5c1";"system";"";"2015-03-02T23:00:00Z";"";"";"";"";"";"";"2022-10-27T13:02:17Z";"";"";"";"E 294";"system";"
"
"a0896a24-c855-40c6-86a0-70c9032603bb";"system";"";"2005-08-31T22:00:00Z";"";"";"";"";"";"";"2022-10-27T08:00:55Z";"";"";"";"BD 6";"system";"
"
"a08fdc3c-b3cc-4ba4-ad5e-b91c2ce51d6a";"system";"";"2008-04-06T22:00:00Z";"";"";"";"";"";"";"2022-10-28T13:05:28Z";"";"";"";"E 252";"system";"
"
"a094e241-2614-4719-8e99-7a20909f21d3";"system";"";"2014-09-30T22:00:00Z";"";"";"";"";"";"";"2021-04-20T15:29:40Z";"";"";"";"83.23";"system";"
"
"a09bf692-7ec2-46c5-8889-98e72af118c3";"system";"";"2007-03-19T23:00:00Z";"";"";"";"";"";"";"2022-10-18T06:44:02Z";"";"";"";"66.16";"system";"
"
"a0b101c3-b6e6-4d76-bff7-90bf6947f502";"system";"";"2000-01-12T23:00:00Z";"";"";"";"";"";"";"2022-11-07T12:57:26Z";"";"";"";"A 54.7";"system";"
"
"a0b58566-0a87-402a-b4cd-5fbc036d36e7";"system";"";"2001-08-28T22:00:00Z";"";"";"";"";"";"";"2022-11-09T08:45:56Z";"";"";"";"A 344";"system";"
"
"a0e05b9e-1889-4135-a312-957b9381ac23";"system";"";"2006-01-17T23:00:00Z";"";"";"";"";"";"";"2022-11-10T10:22:49Z";"";"";"";"81.29";"system";"
"
"a0e5a883-7db2-48f2-a600-708cc963f1eb";"system";"";"2000-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-07T13:57:25Z";"";"";"";"A 57.58";"system";"
"
"a0e806be-8a8f-4564-8361-73aa76d0b917";"system";"";"2008-01-07T23:00:00Z";"";"";"";"";"";"";"2022-08-18T08:43:15Z";"";"";"";"2003.3.16";"system";"
"
"a0e98720-a27c-462f-9e86-104c66dc3b96";"Delcourt";"";"2015-11-10T12:44:59Z";"";"";"";"";"";"";"2021-04-16T08:40:41Z";"";"";"";"2015.6.6";"Delcourt";"
"
"a0edf8e8-cadb-4dd8-ad0b-ab151fe0171c";"system";"";"2008-04-07T22:00:00Z";"";"";"";"";"";"";"2022-10-27T14:32:01Z";"";"";"";"E 264";"system";"
"
"a0f79cd8-af29-49f3-b055-4e948bb1ba1f";"Ducroix";"";"2022-08-01T07:57:13Z";"";"";"";"";"";"";"2022-09-01T08:59:07Z";"";"";"";"2022.5.5";"Ducroix";"
"
"a1315343-3113-4327-86fd-b077024dbc37";"system";"";"2005-08-17T22:00:00Z";"";"";"";"";"";"";"2021-03-31T12:37:14Z";"";"";"";"2004.3.203.9";"system";"
"
"a131aaa4-624d-453d-97f1-10f330977f19";"system";"";"2001-08-08T22:00:00Z";"";"";"";"";"";"";"2022-12-12T14:23:37Z";"";"";"";"101";"system";"
"
"a15399fa-aa83-4f20-813f-aab06ea118bf";"system";"";"2014-11-18T23:00:00Z";"";"";"";"";"";"";"2022-12-12T09:08:47Z";"";"";"";"83.32";"system";"
"
"a1bcbb58-c2a5-4176-adf5-f0cec72e74a8";"system";"";"2000-01-19T23:00:00Z";"";"";"";"";"";"";"2022-11-29T11:10:15Z";"";"";"";"AD 74 bis";"system";"
"
"a1c5a0e0-313b-4ea1-818b-6480e421c778";"system";"";"2006-12-10T23:00:00Z";"";"";"";"";"";"";"2022-10-27T13:45:29Z";"";"";"";"D 78 bis 6";"system";"
"
"a1ef7ee9-b701-4557-b97b-564eb5f8f9a6";"system";"";"2013-07-11T22:00:00Z";"";"";"";"";"";"";"2021-03-25T10:22:01Z";"";"";"";"1062";"system";"
"
"a20692c2-e61d-4f85-a57c-54bd1a35b255";"system";"";"2014-12-22T23:00:00Z";"";"";"";"";"";"";"2022-08-18T12:57:38Z";"";"";"";"D 2010.14.16";"system";"
"
"a21ce6af-8495-4f80-9750-a46e2a3ea0fb";"system";"";"2001-09-19T22:00:00Z";"";"";"";"";"";"";"2021-02-04T13:25:31Z";"";"";"";"A 328";"system";"
"
"a22f1676-b6e0-4a44-b5c2-23f9b3cc8770";"system";"";"2001-12-09T23:00:00Z";"";"";"";"";"";"";"2022-11-08T09:37:24Z";"";"";"";"A 156 bis";"system";"
"
"a23a23b4-13b3-4da5-92f9-21baa143ab74";"system";"";"2009-09-01T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:31:17Z";"";"";"";"2009.1.32";"system";"
"
"a23c035e-48b7-4c96-b556-d7e488312dd8";"system";"";"2006-11-15T23:00:00Z";"";"";"";"";"";"";"2022-12-12T08:55:19Z";"";"";"";"83.02";"system";"
"
"a241bbaf-061f-461f-a8a6-732affd4820d";"system";"";"2015-01-25T23:00:00Z";"";"";"";"";"";"";"2022-02-11T09:48:15Z";"";"";"";"79.8";"system";"
"
"a24e5903-b3e9-4253-96d7-6cfb8ecd5a62";"system";"";"2001-12-02T23:00:00Z";"";"";"";"";"";"";"2022-12-08T10:47:22Z";"";"";"";"80.8";"system";"
"
"a28772bb-47c5-47d6-8848-ba2c4299fed7";"Ducroix";"";"2018-07-03T09:20:48Z";"";"";"";"";"";"";"2022-07-19T08:52:39Z";"";"";"";"2018.3.3";"Ducroix";"
"
"a28db434-2799-439c-99a2-d4f5a73e07f1";"Delcourt";"";"2015-11-10T14:19:21Z";"";"";"";"";"";"";"2021-04-16T09:26:00Z";"";"";"";"2015.6.29";"Delcourt";"
"
"a2907b9b-c77b-46ea-9417-a0c6d5af5711";"system";"";"2008-12-08T23:00:00Z";"";"";"";"";"";"";"2022-11-04T14:26:28Z";"";"";"";"2008.3.1";"system";"
"
"a2995613-c556-479e-83af-d3e33152c872";"system";"";"2001-03-14T23:00:00Z";"";"";"";"";"";"";"2022-11-10T08:24:34Z";"";"";"";"B 186";"system";"
"
"a2b3c996-cfce-40a7-840e-1562d2577127";"system";"";"2008-04-22T22:00:00Z";"";"";"";"";"";"";"2022-10-28T12:38:34Z";"";"";"";"E 181";"system";"
"
"a2ce472b-edef-423b-b8a8-e58879ad4f44";"system";"";"2001-03-12T23:00:00Z";"";"";"";"";"";"";"2022-11-10T08:21:37Z";"";"";"";"B 176";"system";"
"
"a2d0631e-8d7a-46e1-8633-2973480aaa5b";"system";"";"2000-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-10T10:00:19Z";"";"";"";"FNAC 7312";"system";"
"
"a2e7dd88-ba57-4a67-a28c-bbaccc584cb7";"Ducroix";"";"2020-11-25T14:12:05Z";"";"";"";"";"";"";"2022-08-24T08:24:33Z";"";"";"";"2019.6.7";"Ducroix";"
"
"a2ee7ffb-5e16-4082-89fc-881586d78a17";"system";"";"2007-12-20T23:00:00Z";"";"";"";"";"";"";"2021-03-26T08:56:09Z";"";"";"";"2003.3.4";"system";"
"
"a2ef1561-4dd7-4483-8fc3-63ada85a4b6c";"system";"";"2002-04-29T22:00:00Z";"";"";"";"";"";"";"2022-10-27T07:54:05Z";"";"";"";"AM2923D502";"system";"
"
"a2f8ab47-0e45-4939-b12e-6370f4c41334";"system";"";"2012-12-26T23:00:00Z";"";"";"";"";"";"";"2021-05-25T08:40:00Z";"";"";"";"AV 172";"system";"
"
"a309d832-6ac1-47e1-a448-9c000c3ef5dd";"system";"";"2005-07-12T22:00:00Z";"";"";"";"";"";"";"2022-10-20T12:53:07Z";"";"";"";"2004.3.126";"system";"
"
"a30dfc5d-eb5a-47d7-b15f-6625b9c17d38";"system";"";"2002-05-05T22:00:00Z";"";"";"";"";"";"";"2022-11-08T08:25:47Z";"";"";"";"A 111";"system";"
"
"a3187549-7744-4224-84ec-9b5fca5663fc";"system";"";"2001-08-26T22:00:00Z";"";"";"";"";"";"";"2022-11-09T09:39:47Z";"";"";"";"A 374";"system";"
"
"a3200bbd-00a4-4749-a673-dfb404e561b8";"system";"";"2001-10-24T22:00:00Z";"";"";"";"";"";"";"2022-12-12T15:16:59Z";"";"";"";"186";"system";"
"
"a3273472-051f-4b61-8a55-e5bae62e73b8";"system";"";"2015-05-27T22:00:00Z";"";"";"";"";"";"";"2021-03-25T06:58:19Z";"";"";"";"521";"system";"
"
"a348ed83-def8-4ccb-8d16-988906a93c09";"system";"";"2001-09-24T22:00:00Z";"";"";"";"";"";"";"2022-11-07T08:42:12Z";"";"";"";"2015.0.71";"system";"
"
"a34dc730-a22a-4aa5-bbae-c56763e37a80";"system";"";"2006-01-18T23:00:00Z";"";"";"";"";"";"";"2022-10-27T07:10:31Z";"";"";"";"AD 114";"system";"
"
"a35c0abc-8783-4258-ab8a-09454934682d";"system";"";"2008-06-04T22:00:00Z";"";"";"";"";"";"";"2022-10-24T13:31:28Z";"";"";"";"2008.2.10";"system";"
"
"a35fb2c5-e2a8-4ba6-973b-7d378fa6c165";"system";"";"2006-11-22T23:00:00Z";"";"";"";"";"";"";"2022-10-27T07:02:41Z";"";"";"";"AD 103";"system";"
"
"a39d7cd7-1841-4075-b87a-e9df1cd96a1d";"system";"";"2000-11-13T23:00:00Z";"";"";"";"";"";"";"2022-11-08T08:32:24Z";"";"";"";"A 132";"system";"
"
"a3a7ea1b-3ff3-44b0-b71a-8342712c3bd2";"system";"";"2015-06-11T22:00:00Z";"";"";"";"";"";"";"2021-06-21T08:54:15Z";"";"";"";"FNAC 2551";"system";"
"
"a3ae3574-2c26-4ccb-b784-1e5e8f5b4a43";"Delcourt";"";"2015-11-10T12:15:36Z";"";"";"";"";"";"";"2021-04-16T08:17:30Z";"";"";"";"2015.5.14";"Delcourt";"
"
"a3ba62ef-6aff-433c-bcff-7d85919b5774";"system";"";"2007-03-28T22:00:00Z";"";"";"";"";"";"";"2022-10-18T11:50:59Z";"";"";"";"83.08";"system";"
"
"a3c04545-e511-42f0-a5c1-813695922273";"Delcourt";"";"2016-08-11T12:51:02Z";"";"";"";"";"";"";"2021-04-16T10:07:19Z";"";"";"";"2015.6.72";"Delcourt";"
"
"a3c2e8e8-ef84-437d-980f-9ff652bc5ea5";"system";"";"2005-09-04T22:00:00Z";"";"";"";"";"";"";"2022-10-27T09:16:12Z";"";"";"";"BD 52";"system";"
"
"a3c542ab-9dc8-49d3-9b9a-3ec670cce7f9";"system";"";"2009-09-08T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:32:47Z";"";"";"";"2009.1.40";"system";"
"
"a3cee8eb-a5d8-4432-af2c-15e05ec43905";"system";"";"2006-12-10T23:00:00Z";"";"";"";"";"";"";"2022-10-27T13:49:26Z";"";"";"";"D 78 bis 15";"system";"
"
"a3d20a78-27be-4767-ba94-848a1b875184";"system";"";"2002-01-13T23:00:00Z";"";"";"";"";"";"";"2022-11-02T07:48:55Z";"";"";"";"56";"system";"
"
"a3d5f1b3-926a-409a-9dba-bdd9bf8fe0c7";"system";"";"2002-01-14T23:00:00Z";"";"";"";"";"";"";"2022-11-07T13:50:00Z";"";"";"";"A 56.30";"system";"
"
"a3fbec4a-a2e0-40a6-a870-ff419f3fa85a";"system";"";"2002-01-21T23:00:00Z";"";"";"";"";"";"";"2022-11-09T10:00:14Z";"";"";"";"A 411";"system";"
"
"a40d0511-4d01-44ae-8d64-c5e15066fa72";"system";"";"2004-08-18T22:00:00Z";"";"";"";"";"";"";"2022-11-10T12:41:32Z";"";"";"";"2015.2.50";"system";"
"
"a4154047-c9b4-4e8a-b907-3f59c024db9e";"system";"";"2000-01-23T23:00:00Z";"";"";"";"";"";"";"2022-11-07T10:51:42Z";"";"";"";"A 41";"system";"
"
"a41bcbf1-9e65-4b01-8ab3-d0ff7df82160";"system";"";"2000-11-01T23:00:00Z";"";"";"";"";"";"";"2022-11-10T07:42:08Z";"";"";"";"B 87";"system";"
"
"a41d31ba-a0a9-40c2-b2b5-81af96cff4ee";"system";"";"2008-04-01T22:00:00Z";"";"";"";"";"";"";"2022-10-28T06:27:26Z";"";"";"";"E 53.161 ter";"system";"
"
"a4393f10-7078-43fa-92c1-85ca7b71aa4a";"system";"";"2010-12-28T23:00:00Z";"";"";"";"";"";"";"2021-06-29T08:37:08Z";"";"";"";"84.4";"system";"
"
"a43ec6be-5064-4925-ae50-58a766fcedbe";"system";"";"2001-12-02T23:00:00Z";"";"";"";"";"";"";"2022-11-09T08:12:44Z";"";"";"";"A 249";"system";"
"
"a44085e5-3714-45bf-a189-dbd659384518";"system";"";"2014-12-18T23:00:00Z";"";"";"";"";"";"";"2022-08-18T12:54:21Z";"";"";"";"D 2010.14.11";"system";"
"
"a443d56c-7246-4db4-95cc-a48663894ea6";"system";"";"2001-01-16T23:00:00Z";"";"";"";"";"";"";"2022-11-09T12:32:11Z";"";"";"";"A 449";"system";"
"
"a446ccc0-32c6-4f13-882a-193120c665f9";"system";"";"2006-12-06T23:00:00Z";"";"";"";"";"";"";"2022-11-02T09:08:51Z";"";"";"";"75.92";"system";"
"
"a4741c74-9d14-4f61-a2b0-34c32468b28a";"system";"";"2001-08-27T22:00:00Z";"";"";"";"";"";"";"2022-11-07T14:11:33Z";"";"";"";"A 60.106";"system";"
"
"a48424a9-4f71-43b9-9507-d778b4a1807d";"Ducroix";"";"2018-04-19T11:55:34Z";"";"";"";"";"";"";"2022-08-24T07:52:43Z";"";"";"";"2017.2.9";"Ducroix";"
"
"a485757b-67a0-4327-8f99-27ee841e5b9d";"system";"";"2015-04-15T22:00:00Z";"";"";"";"";"";"";"2022-05-16T11:28:40Z";"";"";"";"82.05.7";"system";"
"
"a487e7ee-0191-4373-83b4-bccd6cf2d92c";"system";"";"2014-11-26T23:00:00Z";"";"";"";"";"";"";"2022-12-12T09:16:42Z";"";"";"";"83.44";"system";"
"
"a4ac9e9c-05a3-4178-8fd3-e41b43884a1a";"system";"";"2006-11-16T23:00:00Z";"";"";"";"";"";"";"2022-07-06T06:47:28Z";"";"";"";"51";"system";"
"
"a4b414f3-9620-48de-afc2-5c8f2ca88777";"system";"";"2009-09-16T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:37:00Z";"";"";"";"2009.1.61";"system";"
"
"a4bc663a-7e66-4b87-be91-9498ca1aeee6";"system";"";"2008-04-06T22:00:00Z";"";"";"";"";"";"";"2022-10-28T08:52:46Z";"";"";"";"E 60.89";"system";"
"
"a4e5495f-4b51-40a1-a1d5-ac5aef07494a";"system";"";"2009-11-24T23:00:00Z";"";"";"";"";"";"";"2021-06-24T08:26:09Z";"";"";"";"MNC 23929";"system";"
"
"a4eec854-bde6-45bb-8843-59b86d989810";"Delcourt";"";"2015-11-10T12:13:42Z";"";"";"";"";"";"";"2021-04-16T08:09:43Z";"";"";"";"2015.5.5";"Delcourt";"
"
"a4ff42fc-b07f-44a9-99d9-f73bf7c6a2f7";"system";"";"2006-01-10T23:00:00Z";"";"";"";"";"";"";"2022-12-08T14:26:36Z";"";"";"";"82.20";"system";"
"
"a50535a5-fcb0-4f9f-9bef-4990ae19c02b";"system";"";"2009-11-02T23:00:00Z";"";"";"";"";"";"";"2022-12-06T14:32:28Z";"";"";"";"74.10";"system";"
"
"a520b558-27ac-4104-9586-f627592f556d";"system";"";"2009-08-11T22:00:00Z";"";"";"";"";"";"";"2021-04-01T08:40:41Z";"";"";"";"2009.1.1";"system";"
"
"a5278279-9511-46e6-b259-5c4852cd6709";"system";"";"2008-04-08T22:00:00Z";"";"";"";"";"";"";"2022-10-27T14:25:59Z";"";"";"";"E 283";"system";"
"
"a531bd69-8a0b-45dc-a300-6616184f4afb";"system";"";"2013-07-11T22:00:00Z";"";"";"";"";"";"";"2021-07-07T13:55:25Z";"";"";"";"63.14";"system";"
"
"a561b292-5845-4bfa-a0b1-d87b6a64a8a8";"system";"";"2001-12-19T23:00:00Z";"";"";"";"";"";"";"2022-11-09T09:59:57Z";"";"";"";"A 410";"system";"
"
"a574a33d-8be3-4438-af41-b8766a4f805a";"system";"";"2006-01-23T23:00:00Z";"";"";"";"";"";"";"2022-10-26T06:53:56Z";"";"";"";"AD 26";"system";"
"
"a592c256-a37c-4bd7-ae0d-5e8cabef0d9a";"system";"";"2006-11-20T23:00:00Z";"";"";"";"";"";"";"2022-10-26T13:37:20Z";"";"";"";"AD 94";"system";"
"
"a59e5f6c-7685-4a33-b66d-88f9b9e51add";"system";"";"2002-09-03T22:00:00Z";"";"";"";"";"";"";"2022-12-06T09:41:36Z";"";"";"";"70";"system";"
"
"a5a0e1ba-f3c4-4415-b688-3005764cf4c7";"system";"";"2008-04-09T22:00:00Z";"";"";"";"";"";"";"2022-10-27T14:19:32Z";"";"";"";"E 53.325";"system";"
"
"a5a4649c-89ba-4726-8e16-e87ad7111f89";"system";"";"2007-01-23T23:00:00Z";"";"";"";"";"";"";"2022-08-03T06:58:31Z";"";"";"";"2006.1.1d";"system";"
"
"a5aa6644-7266-4dfb-b036-1683839234d7";"system";"";"2001-09-02T22:00:00Z";"";"";"";"";"";"";"2022-11-09T08:56:18Z";"";"";"";"A 364";"system";"
"
"a5b91dd9-14d1-4d58-b77e-4e8bfb7ba987";"system";"";"2006-11-23T23:00:00Z";"";"";"";"";"";"";"2022-10-27T07:03:05Z";"";"";"";"AD 104";"system";"
"
"a5c2ac4b-c109-4e44-acad-1b4587386798";"system";"";"2014-11-26T23:00:00Z";"";"";"";"";"";"";"2022-12-12T09:45:20Z";"";"";"";"83.73";"system";"
"
"a5d0e882-85f7-494f-a6e7-c00731ae8df5";"system";"";"2006-11-26T23:00:00Z";"";"";"";"";"";"";"2022-10-26T11:52:44Z";"";"";"";"AD 47 c";"system";"
"
